Variable,Bin id,Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,Coefficient,Points
NAME_CONTRACT_TYPE,0,['Revolving loans'],23518,0.096,22243,1275,0.054,0.427,0.015,0.002,-0.637,-8.416
NAME_CONTRACT_TYPE,1,['Cash loans'],222490,0.904,203889,18601,0.084,-0.037,0.001,0.0,-0.637,6.996
NAME_CONTRACT_TYPE,2,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.637,5.761
NAME_CONTRACT_TYPE,3,Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.637,5.761
CODE_GENDER,0,['XNA' 'F'],161858,0.658,150524,11334,0.07,0.155,0.015,0.002,-0.708,0.061
CODE_GENDER,1,['M'],84150,0.342,75608,8542,0.102,-0.251,0.024,0.003,-0.708,15.01
CODE_GENDER,2,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.708,5.761
CODE_GENDER,3,Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.708,5.761
FLAG_OWN_CAR,0,['Y'],83825,0.341,77789,6036,0.072,0.125,0.005,0.001,-1.13,-1.573
FLAG_OWN_CAR,1,['N'],162183,0.659,148343,13840,0.085,-0.06,0.002,0.0,-1.13,9.27
FLAG_OWN_CAR,2,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-1.13,5.761
